bus_id1,bus_id2,country1,country2,circuit,underground,in_construction,is_dc,voltage,line_length,r,x,b,fmax
185,525,IT,IT,1,false,true,false,380.0,38.731889134,1.084492895752,10.26395062051,0.0,1700.0
93,526,AL,AL,2,false,false,false,220.0,42.908509461,2.703236096043,15.44706340596,0.0,490.0
262,532,ES,ES,2,false,false,false,380.0,146.834446436,4.111364500208,38.911128305540004,0.0,1700.0
265,532,ES,ES,1,false,false,false,380.0,140.371079896,3.930390237088,37.19833617244,0.0,1700.0
530,532,ES,ES,1,false,false,false,380.0,11.487328203999999,0.32164518971199996,3.04414197406,0.0,1700.0
529,537,ES,ES,4,false,false,false,220.0,128.750641959,8.111290443417001,46.35023110524,0.0,490.0
533,539,ES,ES,3,false,false,false,220.0,32.166974723,2.0265194075490003,11.580110900280001,0.0,490.0
256,539,ES,ES,1,false,false,false,220.0,220.75488649899998,13.907557849437,79.47175913963999,0.0,490.0
508,539,ES,ES,2,false,false,false,220.0,27.355975416,1.723426451208,9.84815114976,0.0,490.0
529,539,ES,ES,2,false,false,false,220.0,17.701417114,1.115189278182,6.37251016104,0.0,490.0
272,539,ES,ES,2,false,true,false,220.0,121.449060053,7.651290783339,43.721661619079995,0.0,490.0
531,539,ES,ES,2,false,false,false,220.0,20.795965129,1.310145803127,7.4865474464399995,0.0,490.0
253,541,ES,ES,1,false,true,false,220.0,13.587063654,0.855985010202,4.89134291544,0.0,490.0
333,542,ES,ES,1,false,false,false,220.0,16.071373527,1.012496532201,5.785694469719999,0.0,490.0
92,549,AL,AL,1,false,false,false,220.0,36.855903503,2.321921920689,13.26812526108,0.0,490.0
249,550,ES,ES,2,false,true,false,220.0,9.735823328,0.613356869664,3.50489639808,0.0,490.0
340,551,ES,ES,2,false,true,false,220.0,10.185613895000001,0.6416936753850001,3.6668210022000003,0.0,490.0
3957,3971,BG,BG,1,false,false,false,380.0,70.33823267300001,1.9694705148440002,18.639631658345003,0.0,1700.0
3044,5821,DE,DE,1,false,false,false,132.0,25.366986749,3.6782130786049994,10.146794699600001,0.0,140.0
